grid,drive,P,K,readout,bal_mean,bal_std,flops_predict_sample,flops_fit_median,median_n_iter,n_train_mean,n_test_mean
16,45mT,1,512,ternary,0.8894872069358826,0.04935135319828987,1024,30198988.8,96,204,51
16,45mT,1,1024,analog,0.6063589453697205,0.062351346015930176,2048,1481008742.4,2354,204,51
16,45mT,1,1024,binary,0.9673333764076233,0.02265228144824505,2048,30828134.400000002,49,204,51
16,45mT,1,1024,ternary,0.915282130241394,0.038397759199142456,2048,42781900.800000004,68,204,51
16,45mT,1,2048,analog,0.6613333225250244,0.07838732749223709,4096,1097229926.4,872,204,51
16,45mT,1,2048,binary,0.9778461456298828,0.0171895083039999,4096,49073356.800000004,39,204,51
16,45mT,1,2048,ternary,0.9492308497428894,0.026583202183246613,4096,69206016.0,55,204,51
16,45mT,2,2,analog,0.43682047724723816,0.06146140396595001,4,3686.4,3,204,51
16,45mT,2,2,binary,0.5245640873908997,0.05891355499625206,4,3686.4,3,204,51
16,45mT,2,2,ternary,0.6055384278297424,0.057161107659339905,4,4915.200000000001,4,204,51
16,45mT,2,4,analog,0.42861536145210266,0.05989813432097435,8,7372.8,3,204,51
16,45mT,2,4,binary,0.6068204641342163,0.061724625527858734,8,9830.400000000001,4,204,51
16,45mT,2,4,ternary,0.6077436208724976,0.0625402182340622,8,7372.8,3,204,51
16,45mT,2,8,analog,0.38943585753440857,0.04122624173760414,16,19660.800000000003,4,204,51
16,45mT,2,8,binary,0.5976923108100891,0.06433148682117462,16,19660.800000000003,4,204,51
16,45mT,2,8,ternary,0.6001538038253784,0.056048862636089325,16,19660.800000000003,4,204,51
16,45mT,2,16,analog,0.43128204345703125,0.05157225951552391,32,39321.600000000006,4,204,51
16,45mT,2,16,binary,0.6310769319534302,0.06687431037425995,32,39321.600000000006,4,204,51
16,45mT,2,16,ternary,0.6444615125656128,0.06611578911542892,32,39321.600000000006,4,204,51
16,45mT,2,32,analog,0.4116922914981842,0.058443453162908554,64,78643.20000000001,4,204,51
16,45mT,2,32,binary,0.6913846731185913,0.04759642854332924,64,98304.0,5,204,51
16,45mT,2,32,ternary,0.6455897092819214,0.08571060746908188,64,98304.0,5,204,51
16,45mT,2,64,analog,0.46476924419403076,0.07270387560129166,128,196608.0,5,204,51
16,45mT,2,64,binary,0.7576923370361328,0.05537037178874016,128,314572.80000000005,8,204,51
16,45mT,2,64,ternary,0.6551795601844788,0.07355684787034988,128,235929.6,6,204,51
16,45mT,2,128,analog,0.44774359464645386,0.0626920536160469,256,471859.2,6,204,51
16,45mT,2,128,binary,0.8097436428070068,0.04957146942615509,256,6841958.4,87,204,51
16,45mT,2,128,ternary,0.7026666402816772,0.0684652030467987,256,629145.6000000001,8,204,51
16,45mT,2,256,analog,0.4726153612136841,0.05101633444428444,512,786432000.0,5000,204,51
16,45mT,2,256,binary,0.8932820558547974,0.038637008517980576,512,22806528.0,145,204,51
16,45mT,2,256,ternary,0.7975385785102844,0.04247862845659256,512,28940697.6,184,204,51
16,45mT,2,512,analog,0.46441030502319336,0.05469836667180061,1024,1572864000.0,5000,204,51
16,45mT,2,512,binary,0.9322051405906677,0.028295235708355904,1024,23592960.0,75,204,51
16,45mT,2,512,ternary,0.8756923675537109,0.04781687632203102,1024,31142707.200000003,99,204,51
16,45mT,2,1024,analog,0.5570769906044006,0.07765711098909378,2048,2648702976.0,4210,204,51
16,45mT,2,1024,binary,0.9584615230560303,0.03808948025107384,2048,32715571.200000003,52,204,51
16,45mT,2,1024,ternary,0.8937435746192932,0.04333699494600296,2048,44040192.0,70,204,51
16,45mT,2,2048,analog,0.5935384631156921,0.05917499586939812,4096,2013265920.0,1600,204,51
16,45mT,2,2048,binary,0.9703589081764221,0.028233828023076057,4096,51589939.2,41,204,51
16,45mT,2,2048,ternary,0.9223077297210693,0.02544591575860977,4096,72980889.60000001,58,204,51
16,45mT,4,2,analog,0.45707693696022034,0.06488114595413208,4,4915.200000000001,4,204,51
16,45mT,4,2,binary,0.5629742741584778,0.050645433366298676,4,3686.4,3,204,51
16,45mT,4,2,ternary,0.5537435412406921,0.06556317955255508,4,3686.4,3,204,51
16,45mT,4,4,analog,0.44656410813331604,0.061840832233428955,8,9830.400000000001,4,204,51
16,45mT,4,4,binary,0.5709230303764343,0.03952997550368309,8,7372.8,3,204,51
16,45mT,4,4,ternary,0.6234871745109558,0.09403631836175919,8,9830.400000000001,4,204,51
16,45mT,4,8,analog,0.39574363827705383,0.03763822838664055,16,19660.800000000003,4,204,51
16,45mT,4,8,binary,0.5848205089569092,0.06039807200431824,16,19660.800000000003,4,204,51
16,45mT,4,8,ternary,0.5807179808616638,0.07165084779262543,16,19660.800000000003,4,204,51
16,45mT,4,16,analog,0.3987179398536682,0.050112031400203705,32,39321.600000000006,4,204,51
16,45mT,4,16,binary,0.5533333420753479,0.08156829327344894,32,39321.600000000006,4,204,51
16,45mT,4,16,ternary,0.6231794953346252,0.06765376031398773,32,39321.600000000006,4,204,51
16,45mT,4,32,analog,0.3998461067676544,0.07116567343473434,64,98304.0,5,204,51
16,45mT,4,32,binary,0.5559999942779541,0.0489254966378212,64,98304.0,5,204,51
16,45mT,4,32,ternary,0.6173846125602722,0.05619409680366516,64,98304.0,5,204,51
16,45mT,4,64,analog,0.35964104533195496,0.0652126669883728,128,196608.0,5,204,51
16,45mT,4,64,binary,0.6432307958602905,0.04755082353949547,128,235929.6,6,204,51
16,45mT,4,64,ternary,0.6669743657112122,0.07463809847831726,128,235929.6,6,204,51
16,45mT,4,128,analog,0.40646159648895264,0.060060322284698486,256,393216.0,5,204,51
16,45mT,4,128,binary,0.6642051935195923,0.04888569936156273,256,1415577.6,18,204,51
16,45mT,4,128,ternary,0.6672307848930359,0.07890212535858154,256,629145.6000000001,8,204,51
16,45mT,4,256,analog,0.4023589789867401,0.06259004026651382,512,786432000.0,5000,204,51
16,45mT,4,256,binary,0.7431281805038452,0.04314596951007843,512,35232153.6,224,204,51
16,45mT,4,256,ternary,0.7497949600219727,0.07583823055028915,512,42624614.400000006,271,204,51
16,45mT,4,512,analog,0.46774357557296753,0.03854500502347946,1024,1572864000.0,5000,204,51
16,45mT,4,512,binary,0.864666759967804,0.05511648952960968,1024,33973862.4,108,204,51
16,45mT,4,512,ternary,0.7922050952911377,0.06416378915309906,1024,45298483.2,144,204,51
16,45mT,4,1024,analog,0.5010769367218018,0.06046617776155472,2048,3145728000.0,5000,204,51
16,45mT,4,1024,binary,0.9348717331886292,0.04307020455598831,2048,41523609.6,66,204,51
16,45mT,4,1024,ternary,0.8701538443565369,0.04478764533996582,2048,59768832.0,95,204,51
16,45mT,4,2048,analog,0.5686153769493103,0.055647656321525574,4096,2263665868.8,1799,204,51
16,45mT,4,2048,binary,0.9518975019454956,0.04467446357011795,4096,62914560.0,50,204,51
16,45mT,4,2048,ternary,0.911384642124176,0.026510687544941902,4096,91855257.60000001,73,204,51
16,45mT,8,2,analog,0.46912819147109985,0.0614023320376873,4,3686.4,3,204,51
16,45mT,8,2,binary,0.5163077116012573,0.07355240732431412,4,3686.4,3,204,51
16,45mT,8,2,ternary,0.5201025605201721,0.058266788721084595,4,1228.8000000000002,1,204,51
16,45mT,8,4,analog,0.40779489278793335,0.060860924422740936,8,9830.400000000001,4,204,51
16,45mT,8,4,binary,0.5883589386940002,0.07921700924634933,8,9830.400000000001,4,204,51
16,45mT,8,4,ternary,0.509128212928772,0.0867365300655365,8,9830.400000000001,4,204,51
16,45mT,8,8,analog,0.41507694125175476,0.06421905010938644,16,19660.800000000003,4,204,51
16,45mT,8,8,binary,0.587589681148529,0.07026682049036026,16,19660.800000000003,4,204,51
16,45mT,8,8,ternary,0.5501538515090942,0.06898143142461777,16,19660.800000000003,4,204,51
16,45mT,8,16,analog,0.3413333296775818,0.07212823629379272,32,39321.600000000006,4,204,51
16,45mT,8,16,binary,0.6128206253051758,0.09410835802555084,32,39321.600000000006,4,204,51
16,45mT,8,16,ternary,0.6428717374801636,0.07937648892402649,32,49152.0,5,204,51
16,45mT,8,32,analog,0.33210259675979614,0.0667276605963707,64,98304.0,5,204,51
16,45mT,8,32,binary,0.707487165927887,0.0593724362552166,64,98304.0,5,204,51
16,45mT,8,32,ternary,0.7923077344894409,0.053587656468153,64,98304.0,5,204,51
16,45mT,8,64,analog,0.3258974254131317,0.05365435406565666,128,196608.0,5,204,51
16,45mT,8,64,binary,0.7390257120132446,0.07628373056650162,128,314572.80000000005,8,204,51
16,45mT,8,64,ternary,0.7958974838256836,0.05849774181842804,128,275251.2,7,204,51
16,45mT,8,128,analog,0.38528206944465637,0.06210627034306526,256,471859.2,6,204,51
16,45mT,8,128,binary,0.755794882774353,0.05990516394376755,256,4561305.600000001,58,204,51
16,45mT,8,128,ternary,0.8518460988998413,0.04724421352148056,256,786432.0,10,204,51
16,45mT,8,256,analog,0.44641023874282837,0.0713585615158081,512,786432000.0,5000,204,51
16,45mT,8,256,binary,0.8177948594093323,0.06512913852930069,512,351849676.8,2237,204,51
16,45mT,8,256,ternary,0.8663076758384705,0.05800237879157066,512,60555264.0,385,204,51
16,45mT,8,512,analog,0.4682050943374634,0.051285386085510254,1024,1572864000.0,5000,204,51
16,45mT,8,512,binary,0.8464102149009705,0.05295650288462639,1024,926731468.8000001,2946,204,51
16,45mT,8,512,ternary,0.894871711730957,0.050280213356018066,1024,106011033.60000001,337,204,51
16,45mT,8,1024,analog,0.48133331537246704,0.06756192445755005,2048,3145728000.0,5000,204,51
16,45mT,8,1024,binary,0.860820472240448,0.04863539710640907,2048,866962636.8000001,1378,204,51
16,45mT,8,1024,ternary,0.8973845839500427,0.050156209617853165,2048,179306496.0,285,204,51
16,45mT,8,2048,analog,0.5986154079437256,0.06240176036953926,4096,6291456000.0,5000,204,51
16,45mT,8,2048,binary,0.8842050433158875,0.04302274063229561,4096,1274648985.6000001,1013,204,51
16,45mT,8,2048,ternary,0.8816922307014465,0.05006757751107216,4096,279340646.40000004,222,204,51
16,15mT1100,1,2,analog,0.43456414341926575,0.06375833600759506,4,3686.4,3,204,51
16,15mT1100,1,2,binary,0.43758976459503174,0.03641408309340477,4,1228.8000000000002,1,204,51
16,15mT1100,1,2,ternary,0.4982564151287079,0.04631805792450905,4,1228.8000000000002,1,204,51
16,15mT1100,1,4,analog,0.4284615218639374,0.0493108294904232,8,7372.8,3,204,51
16,15mT1100,1,4,binary,0.608102560043335,0.05537952855229378,8,9830.400000000001,4,204,51
16,15mT1100,1,4,ternary,0.5100513100624084,0.06072245538234711,8,9830.400000000001,4,204,51
16,15mT1100,1,8,analog,0.42328202724456787,0.08377224206924438,16,19660.800000000003,4,204,51
16,15mT1100,1,8,binary,0.6220512986183167,0.04525855556130409,16,19660.800000000003,4,204,51
16,15mT1100,1,8,ternary,0.583640992641449,0.07509491592645645,16,19660.800000000003,4,204,51
16,15mT1100,1,16,analog,0.3965640366077423,0.0662086009979248,32,39321.600000000006,4,204,51
16,15mT1100,1,16,binary,0.6538461446762085,0.050629954785108566,32,49152.0,5,204,51
16,15mT1100,1,16,ternary,0.641487181186676,0.06253896653652191,32,39321.600000000006,4,204,51
16,15mT1100,1,32,analog,0.6077948808670044,0.06771437078714371,64,98304.0,5,204,51
16,15mT1100,1,32,binary,0.7163589000701904,0.04501015692949295,64,98304.0,5,204,51
16,15mT1100,1,32,ternary,0.7627692818641663,0.04946642741560936,64,98304.0,5,204,51
16,15mT1100,1,64,analog,0.6828718185424805,0.06175824627280235,128,235929.6,6,204,51
16,15mT1100,1,64,binary,0.7323588728904724,0.05090848356485367,128,353894.4,9,204,51
16,15mT1100,1,64,ternary,0.7967179417610168,0.04572749882936478,128,275251.2,7,204,51
16,15mT1100,1,128,analog,0.7703589797019958,0.06665100902318954,256,786432.0,10,204,51
16,15mT1100,1,128,binary,0.7673333287239075,0.049667831510305405,256,6999244.800000001,89,204,51
16,15mT1100,1,128,ternary,0.8205640912055969,0.04989572986960411,256,1101004.8,14,204,51
16,15mT1100,1,256,analog,0.7825128436088562,0.0750066265463829,512,710462668.8000001,4517,204,51
16,15mT1100,1,256,binary,0.7892820835113525,0.04433640465140343,512,47500492.800000004,302,204,51
16,15mT1100,1,256,ternary,0.838358998298645,0.047091227024793625,512,41209036.800000004,262,204,51
16,15mT1100,1,512,analog,0.7965128421783447,0.06845830380916595,1024,1572864000.0,5000,204,51
16,15mT1100,1,512,binary,0.8386666178703308,0.05113193020224571,1024,55050240.0,175,204,51
16,15mT1100,1,512,ternary,0.8426666855812073,0.050347015261650085,1024,57252249.6,182,204,51
16,15mT1100,1,1024,analog,0.8054872155189514,0.07240139693021774,2048,3145728000.0,5000,204,51
16,15mT1100,1,1024,binary,0.8451794981956482,0.04939114302396774,2048,90596966.4,144,204,51
16,15mT1100,1,1024,ternary,0.8595384359359741,0.04562414065003395,2048,83676364.80000001,133,204,51
16,15mT1100,1,2048,analog,0.8070257306098938,0.06578782200813293,4096,6291456000.0,5000,204,51
16,15mT1100,1,2048,binary,0.8283590078353882,0.043571218848228455,4096,161061273.60000002,128,204,51
16,15mT1100,1,2048,ternary,0.8569744229316711,0.041418127715587616,4096,147220070.4,117,204,51
16,15mT1100,2,2,analog,0.49589744210243225,0.06114662066102028,4,3686.4,3,204,51
16,15mT1100,2,2,binary,0.5613845586776733,0.058167412877082825,4,3686.4,3,204,51
16,15mT1100,2,2,ternary,0.5347179174423218,0.05407632887363434,4,1228.8000000000002,1,204,51
16,15mT1100,2,4,analog,0.46758976578712463,0.0543847531080246,8,9830.400000000001,4,204,51
16,15mT1100,2,4,binary,0.5468717813491821,0.0658259466290474,8,7372.8,3,204,51
16,15mT1100,2,4,ternary,0.5615385174751282,0.05997106432914734,8,9830.400000000001,4,204,51
16,15mT1100,2,8,analog,0.4849230647087097,0.04773927107453346,16,19660.800000000003,4,204,51
16,15mT1100,2,8,binary,0.5913846492767334,0.06270384043455124,16,19660.800000000003,4,204,51
16,15mT1100,2,8,ternary,0.5550256967544556,0.060714274644851685,16,19660.800000000003,4,204,51
16,15mT1100,2,16,analog,0.5257948637008667,0.05146367847919464,32,39321.600000000006,4,204,51
16,15mT1100,2,16,binary,0.5642564296722412,0.07629118114709854,32,39321.600000000006,4,204,51
16,15mT1100,2,16,ternary,0.5415384769439697,0.06766607612371445,32,39321.600000000006,4,204,51
16,15mT1100,2,32,analog,0.49876925349235535,0.05137539282441139,64,78643.20000000001,4,204,51
16,15mT1100,2,32,binary,0.5808204412460327,0.04911963641643524,64,78643.20000000001,4,204,51
16,15mT1100,2,32,ternary,0.5782051086425781,0.04197554662823677,64,78643.20000000001,4,204,51
16,15mT1100,2,64,analog,0.46035897731781006,0.05883273854851723,128,235929.6,6,204,51
16,15mT1100,2,64,binary,0.557435929775238,0.0454125702381134,128,235929.6,6,204,51
16,15mT1100,2,64,ternary,0.5164615511894226,0.05971516668796539,128,196608.0,5,204,51
16,15mT1100,2,128,analog,0.4850256145000458,0.07991359382867813,256,629145.6000000001,8,204,51
16,15mT1100,2,128,binary,0.5295897722244263,0.04811054840683937,256,1179648.0,15,204,51
16,15mT1100,2,128,ternary,0.5443076491355896,0.0679510235786438,256,629145.6000000001,8,204,51
16,15mT1100,2,256,analog,0.4412820637226105,0.06705743819475174,512,186384384.0,1185,204,51
16,15mT1100,2,256,binary,0.5044102668762207,0.048756908625364304,512,49387929.6,314,204,51
16,15mT1100,2,256,ternary,0.5901538133621216,0.06952882558107376,512,35546726.4,226,204,51
16,15mT1100,2,512,analog,0.40353843569755554,0.06831000000238419,1024,214853222.4,683,204,51
16,15mT1100,2,512,binary,0.447692334651947,0.07474718242883682,1024,49073356.800000004,156,204,51
16,15mT1100,2,512,ternary,0.5744102597236633,0.04976272210478783,1024,42152755.2,134,204,51
16,15mT1100,2,1024,analog,0.3803589940071106,0.06184849143028259,2048,349175808.0,555,204,51
16,15mT1100,2,1024,binary,0.4271794557571411,0.058799076825380325,2048,70464307.2,112,204,51
16,15mT1100,2,1024,ternary,0.5394359230995178,0.059542279690504074,2048,67318579.2,107,204,51
16,15mT1100,2,2048,analog,0.3530256152153015,0.039789844304323196,4096,866962636.8000001,689,204,51
16,15mT1100,2,2048,binary,0.3767179548740387,0.05677906796336174,4096,149736652.8,119,204,51
16,15mT1100,2,2048,ternary,0.4878461956977844,0.049200478941202164,4096,162319564.8,129,204,51
16,15mT1100,4,2,analog,0.4701538383960724,0.05980586260557175,4,3686.4,3,204,51
16,15mT1100,4,2,binary,0.5374358296394348,0.0683191642165184,4,4915.200000000001,4,204,51
16,15mT1100,4,2,ternary,0.4847179353237152,0.07106897234916687,4,1228.8000000000002,1,204,51
16,15mT1100,4,4,analog,0.4272307753562927,0.059702616184949875,8,7372.8,3,204,51
16,15mT1100,4,4,binary,0.5434359312057495,0.06074934080243111,8,7372.8,3,204,51
16,15mT1100,4,4,ternary,0.5207179188728333,0.07161615043878555,8,9830.400000000001,4,204,51
16,15mT1100,4,8,analog,0.4155384600162506,0.05766816809773445,16,19660.800000000003,4,204,51
16,15mT1100,4,8,binary,0.5274871587753296,0.0652855709195137,16,19660.800000000003,4,204,51
16,15mT1100,4,8,ternary,0.5508717894554138,0.06657164543867111,16,19660.800000000003,4,204,51
16,15mT1100,4,16,analog,0.4246666729450226,0.04570936784148216,32,39321.600000000006,4,204,51
16,15mT1100,4,16,binary,0.5592307448387146,0.07982822507619858,32,39321.600000000006,4,204,51
16,15mT1100,4,16,ternary,0.5616922974586487,0.058612629771232605,32,39321.600000000006,4,204,51
16,15mT1100,4,32,analog,0.4346154034137726,0.06567147374153137,64,78643.20000000001,4,204,51
16,15mT1100,4,32,binary,0.5923076868057251,0.03721466287970543,64,98304.0,5,204,51
16,15mT1100,4,32,ternary,0.5542563796043396,0.0719735249876976,64,98304.0,5,204,51
16,15mT1100,4,64,analog,0.41830772161483765,0.06735416501760483,128,196608.0,5,204,51
16,15mT1100,4,64,binary,0.5960000157356262,0.050847023725509644,128,235929.6,6,204,51
16,15mT1100,4,64,ternary,0.5766153931617737,0.0656503215432167,128,235929.6,6,204,51
16,15mT1100,4,128,analog,0.39646151661872864,0.07082539796829224,256,393216.0,5,204,51
16,15mT1100,4,128,binary,0.5719487071037292,0.061694588512182236,256,786432.0,10,204,51
16,15mT1100,4,128,ternary,0.5782051086425781,0.047288332134485245,256,550502.4,7,204,51
16,15mT1100,4,256,analog,0.40169230103492737,0.07682876288890839,512,786432000.0,5000,204,51
16,15mT1100,4,256,binary,0.5937435626983643,0.0439579002559185,512,233884876.8,1487,204,51
16,15mT1100,4,256,ternary,0.5898973941802979,0.060366321355104446,512,99247718.4,631,204,51
16,15mT1100,4,512,analog,0.42687180638313293,0.07322251051664352,1024,1572864000.0,5000,204,51
16,15mT1100,4,512,binary,0.5544102191925049,0.04053046554327011,1024,141243187.20000002,449,204,51
16,15mT1100,4,512,ternary,0.5726154446601868,0.05611049011349678,1024,118593945.60000001,377,204,51
16,15mT1100,4,1024,analog,0.4330768585205078,0.0777270719408989,2048,3145728000.0,5000,204,51
16,15mT1100,4,1024,binary,0.5435897707939148,0.04276873543858528,2048,179935641.60000002,286,204,51
16,15mT1100,4,1024,ternary,0.5688205361366272,0.04646295681595802,2048,157915545.6,251,204,51
16,15mT1100,4,2048,analog,0.4539486765861511,0.05721605569124222,4096,6291456000.0,5000,204,51
16,15mT1100,4,2048,binary,0.5372307300567627,0.057889100164175034,4096,293181849.6,233,204,51
16,15mT1100,4,2048,ternary,0.5726667046546936,0.04536493867635727,4096,268016025.60000002,213,204,51
16,15mT1100,8,2,analog,0.4576922655105591,0.04883010312914848,4,3686.4,3,204,51
16,15mT1100,8,2,binary,0.4650256037712097,0.047122206538915634,4,4915.200000000001,4,204,51
16,15mT1100,8,2,ternary,0.5258974432945251,0.03682001680135727,4,4915.200000000001,4,204,51
16,15mT1100,8,4,analog,0.438871830701828,0.0554528571665287,8,9830.400000000001,4,204,51
16,15mT1100,8,4,binary,0.459846168756485,0.062481995671987534,8,9830.400000000001,4,204,51
16,15mT1100,8,4,ternary,0.5501024723052979,0.09090639650821686,8,9830.400000000001,4,204,51
16,15mT1100,8,8,analog,0.5135384202003479,0.08989927172660828,16,19660.800000000003,4,204,51
16,15mT1100,8,8,binary,0.4976923167705536,0.056744690984487534,16,19660.800000000003,4,204,51
16,15mT1100,8,8,ternary,0.5221025943756104,0.07227575033903122,16,19660.800000000003,4,204,51
16,15mT1100,8,16,analog,0.47548720240592957,0.05599440261721611,32,39321.600000000006,4,204,51
16,15mT1100,8,16,binary,0.5078461766242981,0.0707080066204071,32,39321.600000000006,4,204,51
16,15mT1100,8,16,ternary,0.5153846144676208,0.06256578117609024,32,39321.600000000006,4,204,51
16,15mT1100,8,32,analog,0.4941025972366333,0.07032617926597595,64,98304.0,5,204,51
16,15mT1100,8,32,binary,0.48194870352745056,0.04529270902276039,64,98304.0,5,204,51
16,15mT1100,8,32,ternary,0.56656414270401,0.05821259692311287,64,78643.20000000001,4,204,51
16,15mT1100,8,64,analog,0.510769248008728,0.06124996766448021,128,196608.0,5,204,51
16,15mT1100,8,64,binary,0.5052308440208435,0.06960593909025192,128,196608.0,5,204,51
16,15mT1100,8,64,ternary,0.6133333444595337,0.06176348403096199,128,196608.0,5,204,51
16,15mT1100,8,128,analog,0.4569743573665619,0.06026991829276085,256,471859.2,6,204,51
16,15mT1100,8,128,binary,0.5061025619506836,0.07839637994766235,256,707788.8,9,204,51
16,15mT1100,8,128,ternary,0.5896409749984741,0.05925232172012329,256,550502.4,7,204,51
16,15mT1100,8,256,analog,0.48041024804115295,0.057716481387615204,512,698351616.0,4440,204,51
16,15mT1100,8,256,binary,0.4922563433647156,0.045365460216999054,512,120166809.60000001,764,204,51
16,15mT1100,8,256,ternary,0.5616922974586487,0.0943421944975853,512,126772838.4,806,204,51
16,15mT1100,8,512,analog,0.41251280903816223,0.06721596419811249,1024,464624025.6,1477,204,51
16,15mT1100,8,512,binary,0.4745641052722931,0.04791220650076866,1024,72980889.60000001,232,204,51
16,15mT1100,8,512,ternary,0.568461537361145,0.0849749892950058,1024,75812044.8,241,204,51
16,15mT1100,8,1024,analog,0.4242563843727112,0.04091639816761017,2048,543581798.4,864,204,51
16,15mT1100,8,1024,binary,0.4693846106529236,0.059526871889829636,2048,89338675.2,142,204,51
16,15mT1100,8,1024,ternary,0.5480000376701355,0.07051168382167816,2048,111358771.2,177,204,51
16,15mT1100,8,2048,analog,0.38753843307495117,0.06326562911272049,4096,1108554547.2,881,204,51
16,15mT1100,8,2048,binary,0.45902565121650696,0.07128379493951797,4096,171127603.20000002,136,204,51
16,15mT1100,8,2048,ternary,0.5257435441017151,0.059000130742788315,4096,217684377.60000002,173,204,51
16,60mT,1,2,analog,0.44466668367385864,0.06606043875217438,4,3686.4,3,204,51
16,60mT,1,2,binary,0.582974374294281,0.05192914232611656,4,3686.4,3,204,51
16,60mT,1,2,ternary,0.6474359035491943,0.06741707772016525,4,1228.8000000000002,1,204,51
16,60mT,1,4,analog,0.4395384192466736,0.07346418499946594,8,9830.400000000001,4,204,51
16,60mT,1,4,binary,0.5042051672935486,0.08021021634340286,8,9830.400000000001,4,204,51
16,60mT,1,4,ternary,0.6113846302032471,0.08160480856895447,8,9830.400000000001,4,204,51
16,60mT,1,8,analog,0.39897435903549194,0.05800949037075043,16,19660.800000000003,4,204,51
16,60mT,1,8,binary,0.5346153974533081,0.061329785734415054,16,19660.800000000003,4,204,51
16,60mT,1,8,ternary,0.5746153593063354,0.05647292360663414,16,19660.800000000003,4,204,51
16,60mT,1,16,analog,0.4091795086860657,0.07301642000675201,32,39321.600000000006,4,204,51
16,60mT,1,16,binary,0.6264102458953857,0.05056888237595558,32,39321.600000000006,4,204,51
16,60mT,1,16,ternary,0.6154358386993408,0.057757895439863205,32,39321.600000000006,4,204,51
16,60mT,1,32,analog,0.38656413555145264,0.07395123690366745,64,78643.20000000001,4,204,51
16,60mT,1,32,binary,0.6849744319915771,0.05606340989470482,64,98304.0,5,204,51
16,60mT,1,32,ternary,0.6652308106422424,0.07739046961069107,64,98304.0,5,204,51
16,60mT,1,64,analog,0.4350256621837616,0.07944823056459427,128,196608.0,5,204,51
16,60mT,1,64,binary,0.7021026015281677,0.06151759624481201,128,314572.80000000005,8,204,51
16,60mT,1,64,ternary,0.6551283001899719,0.03353548049926758,128,235929.6,6,204,51
16,60mT,1,128,analog,0.4439487159252167,0.05591968446969986,256,393216.0,5,204,51
16,60mT,1,128,binary,0.7576923370361328,0.05385274812579155,256,2752512.0,35,204,51
16,60mT,1,128,ternary,0.7133333086967468,0.03199317306280136,256,629145.6000000001,8,204,51
16,60mT,1,256,analog,0.45553845167160034,0.07914593070745468,512,786432000.0,5000,204,51
16,60mT,1,256,binary,0.8402051329612732,0.03971939906477928,512,24379392.0,155,204,51
16,60mT,1,256,ternary,0.803897500038147,0.04718879610300064,512,31614566.400000002,201,204,51
16,60mT,1,512,analog,0.5094358921051025,0.06463215500116348,1024,1572864000.0,5000,204,51
16,60mT,1,512,binary,0.8974871039390564,0.04489608108997345,1024,27996979.200000003,89,204,51
16,60mT,1,512,ternary,0.8586666584014893,0.03984730690717697,1024,36175872.0,115,204,51
16,60mT,1,1024,analog,0.5374358296394348,0.06760580837726593,2048,3145728000.0,5000,204,51
16,60mT,1,1024,binary,0.9337948560714722,0.033324021846055984,2048,40265318.400000006,64,204,51
16,60mT,1,1024,ternary,0.8635897040367126,0.05263597518205643,2048,54735667.2,87,204,51
16,60mT,1,2048,analog,0.5670256018638611,0.0739181637763977,4096,5247074304.0,4170,204,51
16,60mT,1,2048,binary,0.9494360089302063,0.021044647321105003,4096,64172851.2,51,204,51
16,60mT,1,2048,ternary,0.8894872665405273,0.036302123218774796,4096,85563801.60000001,68,204,51
16,60mT,2,2,analog,0.4702050983905792,0.06780671328306198,4,3686.4,3,204,51
16,60mT,2,2,binary,0.5201025605201721,0.05054797977209091,4,3686.4,3,204,51
16,60mT,2,2,ternary,0.4945128560066223,0.07006948441267014,4,4915.200000000001,4,204,51
16,60mT,2,4,analog,0.4118461608886719,0.05587869882583618,8,9830.400000000001,4,204,51
16,60mT,2,4,binary,0.49917951226234436,0.0670708417892456,8,9830.400000000001,4,204,51
16,60mT,2,4,ternary,0.45251280069351196,0.06416969001293182,8,9830.400000000001,4,204,51
16,60mT,2,8,analog,0.3975384831428528,0.07014395296573639,16,19660.800000000003,4,204,51
16,60mT,2,8,binary,0.5051795244216919,0.05907202884554863,16,19660.800000000003,4,204,51
16,60mT,2,8,ternary,0.45994868874549866,0.0553678497672081,16,19660.800000000003,4,204,51
16,60mT,2,16,analog,0.33558976650238037,0.05682143568992615,32,39321.600000000006,4,204,51
16,60mT,2,16,binary,0.5129230618476868,0.0678333044052124,32,39321.600000000006,4,204,51
16,60mT,2,16,ternary,0.5033845901489258,0.04862025007605553,32,39321.600000000006,4,204,51
16,60mT,2,32,analog,0.33282050490379333,0.061281945556402206,64,78643.20000000001,4,204,51
16,60mT,2,32,binary,0.6809231042861938,0.07105859369039536,64,98304.0,5,204,51
16,60mT,2,32,ternary,0.5736923217773438,0.0625438392162323,64,78643.20000000001,4,204,51
16,60mT,2,64,analog,0.3899487257003784,0.06605029106140137,128,196608.0,5,204,51
16,60mT,2,64,binary,0.7250769138336182,0.05835334584116936,128,275251.2,7,204,51
16,60mT,2,64,ternary,0.6723076701164246,0.0474027544260025,128,235929.6,6,204,51
16,60mT,2,128,analog,0.41087180376052856,0.07453516870737076,256,393216.0,5,204,51
16,60mT,2,128,binary,0.8022563457489014,0.06605208665132523,256,4561305.600000001,58,204,51
16,60mT,2,128,ternary,0.6848204731941223,0.0430581159889698,256,707788.8,9,204,51
16,60mT,2,256,analog,0.4198974668979645,0.05605778098106384,512,786432000.0,5000,204,51
